id	user	icon	portrait	English	Japanese
			gourd/gourd	"2. Strange sylvan sprites - swources of sworcery - slumber in ponds, woods & meadows. Seek their subtle sonorous spumes."	
			triangle/Triangle	"3. A sworcerer who can locate, summon & tame the cosmic geometry of The Golden Trigon will possess the ability to work miracles."	
				Confused? Excellent. Keep calm & carry on.	
ARCHETYPE_GOLDMASTEROUTRO	The Archetype		triangle/Triangle	Bravo! You have located & subdued the cosmic geometry of The Golden Trigon.	
				Miraculously the sinister storm has lifted & glorious sunlight has returned to the realm so that's totally awesome.	
				"These heroic deeds reflect well upon your perceptiveness, intuition & perseverance - you have done exceedingly well so far."	
				"Note: Should you choose to continue the S:S&S EP experiment, those aforementioned qualities will be challenged & evaluated."	
				"In any case, let's take another little break, shall we? As always, I'll be right here whenever you're ready to begin session III."	
ARCHETYPE_TRIFECTAINTRO	The Archetype				
				Let's begin session III. Note: This session typically requires a lunar month to complete.	
			triangle/Triangle	So you have tamed The Gold Trigon & the storm has miraculously lifted? Bravo on that.	
			adventureUI/megatomeItem	Consult The Megatome & study its workings should you become lost or confused.	
				A deathless spectre still lurks in the darkness beneath Mingi Taw.	
			Archetype/trifecta	Consider the cosmic geometry of The Trigon Trifecta.	
			MoonCrescent/moonCrescent	Observe the moods of the moon.	
				Our research has shown that those few who persist through the oblique lunacy that follows may become cosmic friends forever.	
				Be advised that henceforth we will be monitoring your inputs in relative silence.	
ARCHETYPE_TRIFECTAOUTRO	The Archetype		Archetype/trifecta	So you tamed the remaining two Trigons & re-assembled The Trigon Trifecta?	
			Archetype/trifecta	You are special & that is exactly why I love you so much.	
				It was very brave & generous to offer to martyr The Scythian atop Mingi Taw.	
				Seriously we owe you one.	
				All that remains is for you to forcefully drag the Scythian to the summit & witness the whirling infinite.	
				Take heart - the end is near!	
ARCHETYPE_GHOULINTRO	The Archetype				
				"Well, here we are. This brief session will end the S:S&S EP treatment."	
				The Scythian's woeful errand is very nearly complete.	
				Sadly The Scythian's corporeal self & psyche have been significantly sapped by sworcery - she is at death's door.	
			Archetype/trifecta	All that remains is to solve the secrets of The Trigon Grove & upload The Megatome to the whirling infinite atop Mingi Taw.	
				Press play if you're ready to bear witness to the awful torment of martyrdom.	
END	The Scythian			At the summit of Mingi Taw we detonated The Megatome and jettisoned it into the whirling infinite.	
END_CHEAT	The Scythian			At the summit of Mingi Taw we uploaded The Megatome to the eternal safety of the whirling infinite. #cheat	
END_CHEAT_NOBOOR	The Scythian			At the summit of Mingi Taw we uploaded The Megatome to the eternal safety of the whirling infinite. #cheat #noboor	
END_CHEAT_PSYCHO	The Scythian			At the summit of Mingi Taw we uploaded The Megatome to the eternal safety of the whirling infinite. #cheat #psycho	
END_CHEAT_LOVE	The Scythian			At the summit of Mingi Taw we uploaded The Megatome to the eternal safety of the whirling infinite. #cheat #love	
END_MOONGROTTO_PSYCHO	The Scythian			At the summit of Mingi Taw we uploaded The Megatome to the eternal safety of the whirling infinite. #moongrotto #psycho	
END_MOONGROTTO_LOVE	The Scythian			At the summit of Mingi Taw we uploaded The Megatome to the eternal safety of the whirling infinite. #moongrotto #love	
END_HONEST_PSYCHO	The Scythian			At the summit of Mingi Taw we uploaded The Megatome to the eternal safety of the whirling infinite. #honest #psycho	
END_HONEST_LOVE	The Scythian			At the summit of Mingi Taw we uploaded The Megatome to the eternal safety of the whirling infinite. #honest #love	
END_HONEST_NOBOOR	The Scythian			At the summit of Mingi Taw we uploaded The Megatome to the eternal safety of the whirling infinite. #honest #noboor	
GIRL_GHOULTHOUGHTS	Girl			Does The Scythian know that it's possible to stop The Gogolithic Mass by touching his skull with Sworcery? Probably not.	
				"I sure hope The Scythian knows to press & hold on the path ahead to move it move it extra fast, if she doesn't she'll be toast."	
				Where am I? What happened? The last thing I remember I was dream-walking in the woods when I saw an eerie pink light.	
LOGFELLA_GHOULTHOUGHTS	Logfella			The Scythian keeps talking about her woeful errand to open a gateway to the infinite on the summit of Mingi Taw.	
				Everything has been totally mental ever since The Scythian showed up so many moons ago.	
LOGFELLA_GHOUL	The Scythian			We groggily awoke from a super deep sleep to find ourselves near The Trigon Grove with the woodsman known as Logfella by our side.	
				Logfella spoke of how Samae had gone missing the night before.	
				The woodsman knew that our end was at hand & that we must return to Mingi Taw to finish our woeful errand.	
LOGFELLA_TRIGONGROVETIPS	The Scythian			The woodsman known as Logfella had never before seen The Trigon Grove before & he wondered what it was all about.	
LOGFELLA_TRIFECTATIPS	The Scythian			The woodsman known as Logfella was feeling some serious woe about the missing Samae.	
				We told Logfella that we knew where she might be & soon we would set things right.	
				He looked at the nearby pedestal & he thanked us in advance for the whole martyrdom thing.	
URSULA_AVATAR			Ursula/idleSEhandsonhip		
DOG_AVATAR			AdventureUI/dudeDogfellaIdle1		
AMPHITHEATRE_LEFT	The Scythian	AdventureUI/tweetIconInfo		These two crackpots claimed to be among the creators of this bizarre world.	
AMPHITHEATRE_RIGHT	The Scythian	AdventureUI/tweetIconInfo		The two jokers claimed to be among the creators of this bizarre world.	
GOURD_MOUNTAINMEADOW	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	We just woke a slumbering sylvan sprite from the rich earth of a meadow containing four pairs of worthless sheep.	
GOURD_CABIN	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	We sang a Song of Sworcery & summoned a slumbering sylvan sprite from the cool waters of a deepwater pond - so strange!	
GOURD_UPSLOPEWOODSONE	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	We just woke a slumbering sylvan sprite from a curious nestbox surrounded by three rain-soaked songbirds.	
GOURD_UPSLOPEWOODSTWO	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	We just woke a slumbering sylvan sprite beside a stolid log bridge where four pairs of trees tower above a river.	
GOURD_UPSLOPEWOODSFOUR	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	We just woke a slumbering sylvan sprite between two loathsome rainbows by the side of The Perilous Precipice.	
GOURD_WATERFALLS	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	The Dark Moon reigns & we just woke a slumbering sylvan sprite surrounded by five waterfalls.	
GOURD_MOUNTAINTOP	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	The Dark Moon reigns & we just woke a sylvan sprite in the undergrowth atop a rocky crag.	
GOURD_SECRET2_STONESHELTER	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	The Bright Moon looms & we just woke a sylvan sprite in a hidden grove where Jim Guthrie happened to be hanging out.	
GOURD_MOUNTAINLAKESHORE	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	The Bright Moon looms & we just woke a sylvan sprite from the still waters of a lake where a mother duck was freaking out.	
GOURD_LAKESHOREBUNNYSTRAIGHTAWAY	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	The Bright Moon looms & we just woke a sylvan sprite where the lake's reflection was ever-so-slightly incongruous.	
GOURD_LAKESHORELAKE	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	The Bright Moon looms & we just woke a sylvan sprite who slumbered in the lake beneath a trifecta of owls.	
GOURD_PINKCOLLECTED	The Scythian	AdventureUI/tweetIconGourd	Archetype/trifecta	We got that peculiar feeling that it was maybe just maybe a time of miracles. #miracles	
GOURD_MOUNTAINSIDE	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	The Dark Moon reigns & we just woke a sylvan sprite surrounded by three tiny waterfalls.	
GOURD_SECRET1_FOOTOFMOUNTAIN	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	The Dark Moon reigns & we just woke a sylvan sprite surrounded by four little round trees in the darkest woods.	
GOURD_BRISKLYWALKING	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	The Dark Moon reigns & we just woke a sylvan sprite in the undergrowth on the far side of a lake.	
GOURD_HUGETREE	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	The Bright Moon looms & we just woke a sylvan sprite lurking at the root of a titanic tree.	
GOURD_BLUECOLLECTED	The Scythian	AdventureUI/tweetIconGourd	Archetype/trifecta	We got the peculiar feeling that it was maybe a time of miracles - where my miracles at? #miracles	
GCLUE_MOUNTAINMEADOW	Dogfella	AdventureUI/tweetIconGourd		Bark Bark Bark Bark Bark Bark. #barking	
				Bark Bark Bark. 	
				Sometimes I grow weary of barking all the time but a dog's gotta do what a dog's gotta do what a dog's gotta do do.	
				Bark Sniff Bark. #mixingitup	
				Bark Bark Bark Bark Bark Bark.	
GCLUE_UPSLOPEWOODSONE	Girl	AdventureUI/tweetIconGourd		"Still there's something strange about how The Scythian behaved, almost as if she was being controlled by an unseen force."	
				I kind of wish I knew more about The Scythian's compelling & epic backstory because I bet it would make sense of everything.	
GCLUE_UPSLOPEWOODSTWO	Logfella	AdventureUI/tweetIconGourd		I sure hope The Scythian is on the case with the whole sylvan sprite thing.	
				"The storm has really been getting me down, it makes me wish that videogames existed in... whenever this is supposed to be."	
GCLUE_UPSLOPEWOODSFOUR	Girl	AdventureUI/tweetIconGourd		Everything has been totally mental ever since The Scythian showed up.	
GCLUE_YELLOWCOLLECTED	Girl	AdventureUI/tweetIconGourd		This whole storm thing has really been getting me down. It has been sooo gloomy.	
				The rain has started to ease & the sky seems to be brightening... is it a time of miracles? I sure hope so. I love miracles.	
				Whoa... what? The sheep in the meadow have taken fright... I wonder what's happening over there? Could it be... The Gold Trigon?	
GCLUE_MOUNTAINTOP	Dogfella	AdventureUI/tweetIconGourd		Bark Bark Bark.	
				Sometimes when things are too dark for me to see I'll eat a little something and see what isn't even there.	
				Bark Bark Bark Bark Bark.	
GCLUE_SECRET2_STONESHELTER	Logfella	AdventureUI/tweetIconGourd		I've got this song in my head... a happy & sad little song that fills me with a weirdly beautiful dread.	
GCLUE_MOUNTAINLAKESHORE	Dogfella	AdventureUI/tweetIconGourd		I know you seek to avoid your fated martyrdom but know this: time is a force and it will surely take its course.	
				Bark Bark Bark. Sniff.	
GCLUE_LAKESHOREBUNNYSTRAIGHTAWAY	Dogfella	AdventureUI/tweetIconGourd		There are also unknown nouns although these are easily learned.	
				There are two types of unknowns - the known unknowns & the unknown unknowns.	
				Bark Bark Bark.	
GCLUE_LAKESHORELAKE	Logfella	AdventureUI/tweetIconGourd		My logs have many secrets... secrets about sylvan sprites & impossible islands. Unfortunately I don't speak log-language.	
				In my experience there are times when owls are not what they seem & at other times they're just plain old owls.	
GCLUE_PINKCOLLECTED	The Archetype	AdventureUI/tweetIconGourd		"Perhaps you have already heard about an impossible island under a looming Bright Moon, maybe you read about it on the internet?"	
				"We've been quietly monitoring your actions & we'd like to point out that the longer the hesitation, the smaller the celebration."	
				"So it seems you've made a significant amount of progress in your effort to locate & tame The Bright Moon Trigon, very nicely done."	
GCLUE_MOUNTAINSIDE	Girl	AdventureUI/tweetIconGourd		Are the sylvan sprites children of the Earth or are they lonely visitors from the whirling infinite?	
				If I'm being honest the sylvan sprites totally freak me out. I mean... what are they? Where are they from?	
GCLUE_SECRET1_FOOTOFMOUNTAIN	Dogfella	AdventureUI/tweetIconGourd		When the sprites have been sent skyward & the time of miracles is upon you you must seek the titanic tree.	
				I know that you know what I know & I want you to know that you're 100% right.	
				Bark Bark Bark Sniff Bark Bark Bark.	
GCLUE_BRISKLYWALKING	Dogfella	AdventureUI/tweetIconGourd		Only the end of your woeful errand will bring peace back to all our lives.	
				Only The Trigon Trifecta will allow you to understand the secrets of The Trigon Grove.	
				The whirling infinite at the summit of Mingi Taw awaits you.	
				Bark Bark Bark.	
GCLUE_WATERFALLS	Girl			Did you ever notice that sometimes words just sound like noise but other times noise makes the prettiest sound?	
GCLUE_HUGETREE	Logfella	AdventureUI/tweetIconGourd		There are a lot of weird sayings up here amongst the mountain folk of The Caucasus.	
				There's a saying up here in The Caucasus that a forest needs a fire like the fire needs the tree.	
YELLOWTRIGON_COLLECTED	The Scythian			We got The Gold Trigon. We are so awesome.	
PINKTRIGON_COLLECTED	The Scythian			Against all odds we got The Bright Moon Trigon.	
BLUETRIGON_COLLECTED	The Scythian			Despite everything we got The Dark Moon Trigon.	
GCLUE_BLUECOLLECTED	Girl	AdventureUI/tweetIconGourd		It sounds like all the Dark Moon sprites have been sent skyward so it's a time of miracles again. I adore miracles!	
JIM_HINT1_OFF	The Scythian			In a secluded grove we met a mysterious musical fellow hanging out beside a crackling fire.	
JIM_PINKDAWN	The Scythian			In a secluded grove we met a mysterious fellow hanging out beside a crackling fire. #jimguthrie	
JIM_BRIGHTMOON	The Scythian			While the bright moon looms we met a mysterious musical fellow beside a crackling fire who introduced himself as Jim Guthrie.	
JIM_POSTSWORCERY	The Scythian			The mysterious musical fellow known as Jim Guthrie had witnessed our sworcery & he seemed cool with it.	
JIM_POSTGOURD	The Scythian			The mysterious musical fellow known as Jim Guthrie said he was ready to play a little song if we wanted to give it a listen.	
				Jim invited us to take a seat by the fire.	
JIM_POSTSONG	The Scythian			Jim Guthrie had taught us that there was no denying the evil thoughts & no denying the dragon's bite.	
			Archetype/trifecta	He told us about rock show he was scheduled to play on the other side of the lake in a fortnight hence.	
JIM_LOGFELLATHOUGHTS	Logfella			The song sounds so familiar... where have I heard it before? #1000songs	
				I've suddenly got this awesomely weird little tune in my head. #andwegotolder	
LOGFELLA_JIMTHOUGHTS	Logfella			I've had this little song in my head for ages... just a few little notes that loop over and over. I wonder what that's about?	
ARCHETYPE_OTHERSIDEOFLAKE	The Archetype			Safely re-crossing the threshold of liminality is a simple matter - seek the familiar places & the warmth of the hearth.	
				"Should you manage to stabilize your lucidity you will be able to co-create with it... instead of fighting, resisting & cursing it."	
				When you're lucid in a dream you'll realize who you've imagined you are... but to identify with the dream is to become bewitched.	
				Even in a well-worn dream space there are new places to explore & new connections to consider... if you continue to believe.	
GIRL_MOONGROTTOCOMMENT	Girl			I'm kinda feeling like maybe the cosmos just skipped a beat & now everything is just a little bit... off.	
LOGFELLA_MOONGROTTOCOMMENT	Logfella			It's a long way from 0 to 1 & if an alien said hello it'd be in cryptic code on the stereo. Wait... what?	
GIRL_HUGETREETHOUGHTS	Girl			Of course I never tell people about these goddess/tree dreams because they'll probably just call me a hippie or something.	
				In my special place I visit with a titanic hollow tree... she is a goddess long-since dead who predates mankind by untold eons.	
				"In my dream-walking there is a special place I will always go, a parliament of trees at the heart of the world."	
LOGFELLA_HUGETREETHOUGHTS	Logfella			I love seeing the same woods in different weather & I love to just stop and listen... to think or to not think as the case may be.	
				I don't spend too much time dream-walking but when I do I tend to just re-visit my favorite places to see what has changed.	
MIRACLE1_MOUNTAINMEADOW	The Scythian			We have enacted a storm-lifting miracle in a sunlit meadow in the fold-in fashion of the mad wizard Al Jaffee.	
MIRACLE1_YELLOWTRIGONCOLLECTED	The Scythian			We are left confused & bewildered in a sun-dappled meadow with one of those really brutal headaches.	
LOGFELLA_YELLOWTRIGONCOLLECTED	The Scythian			We groggily awoke from a super deep sleep with no firm recollection of what had happened.	
			triangle/Triangle	We were reminded of the miracle in the meadow & our encounter with The Gold Trigon...	
			triangle/Triangle	... what new powers had we been granted?	
			triangle/Triangle	Logfella was totally floored at how awesome & crazy the fight with The Gold Trigon sounded from the description we gave him.	
			triangle/Triangle	Logfella wondered about how maybe The Gold Trigon might be connected to the grim mysteries beyond the iron gate in the meadow.	
				Logfella didn't dig grim mysteries so he chose to go home & chop wood. #woodchopping	
LOGFELLA_BEFOREYELLOWBEAM	The Scythian			The woodsman known as Logfella was super pleased that the storm had lifted & he was super keen to be wood-chopping again.	
				He asked us if we knew anything about the iron gate blocking the cavernous cave in meadow... what was that about?	
LOGFELLA_YELLOWTRIGONTHOUGHTS	Logfella			Strange... I see a golden skyward beam in the woods behind the meadow... has someone learned the secrets of The Trigon Grove?	
LOGFELLA_URSULAMEADOW	Logfella			"I'm really worried about The Scythian, she seems so messed up."	
SCYTHIAN_YELLOWTRIGONCOLLECTED_OFF	The Scythian			The woodsman & his daughter looked over us as we came to our senses.	
				"We noticed the meadow was unchanged, that all evidence of our mystical encounter was gone."	
GIRL_YELLOWTRIGONCOLLECTED	The Scythian			Samae listened quietly to our strange story about our encounter with The Gold Trigon.	
			triangle/Triangle	She wondered about the secrets of The Trigon Grove beyond the cavernous cave in the meadow... was there a connection?	
GIRL_YELLOWTRIGONTHOUGHTS	Girl			Hmm... I'm getting really worried about The Scythian... she disappeared for days after the storm lifted. I sure hope she's ok.	
GIRL_URSULAMEADOW_OFF	Girl			"Whoa, so The Scythian was just passed out in the meadow? Crazy."	
DOGFELLA_GETDARKTRIGON	The Scythian			After activating another skyward beam in The Trigon Grove we noticed something peculiar about the dog known as Dogfella.	
			Archetype/trifecta	Suddenly it seemed we understood Dogfella - he urged us to seek The Dark Moon Trigon & complete The Trigon Trifecta.	
DOGFELLA_GETBRIGHTTRIGON	The Scythian			After activating another skyward beam in The Trigon Grove we noticed something peculiar about the dog known as Dogfella.	
			Archetype/trifecta	Suddenly it seemed we understood Dogfella - he urged us to seek The Bright Moon Trigon & complete The Trigon Trifecta.	
DOGFELLA_THREETRIGONS	The Scythian			After activating another skyward beam in The Trigon Grove we noticed something peculiar about the dog known as Dogfella.	
			Archetype/trifecta	Suddenly it seemed we understood Dogfella - he urged us to activate the third skyward beam & open a gateway to the infinite.	
DOGFELLA_TRUTHBOMB	Dogfella			Bark Bark Bark.	
				Bark Bark Sniff Bark.	
				The whirling infinite cosmos at the summit of Mingi Taw awaits the one who carries The Megatome.	
				Bark Bark Bark Bark Bark.	
				Bark Bark Bark.	
GIRL_AFTERYELLOWBEAM	The Scythian			Samae sat on a stone beside where the woodsman chopped wood.	
			Archetype/trifecta	We asked her about the secrets of The Trigon Grove & the peculiar dreams of the mountain folk of the Caucasus.	
				She told us about how the dreams of her people held many mysteries & how they reflected the moods of the moon in strange ways.	
				Samae told us to sit by the hearth in the stone hut at any time either to go dream-walking or to gather our strength.	
			Archetype/trifecta	We kinda got the feeling that the remaining two Trigons might be lost in dreams or something like that.	
LOGFELLA_AFTERYELLOWBEAM	The Scythian			The woodsman known as Logfella had returned to his wood-chopping & he seemed to really be digging it.	
			triangle/Triangle	Logfella had seen the skyward beam in the sky behind the meadow & so we asked him about the secrets of The Trigon Grove.	
				He spoke of an old story that his people typically told their children to freak them out.	
			Archetype/trifecta	Logfella spoke of a posse from Scythia who had come seeking The Trigon Trifecta in these forgotten mountains many moons ago.	
			gourd/gourd	The posse had learned to seek sylvan sprites & send them all skyward... and then they had sought a location to enact a miracle.	
			Archetype/trifecta	The posse had hoped to activate the three skyward beams in The Trigon Grove but they had no idea where or when the Trigons were.	
				The posse wandered aimlessly for a long time on the old road to Mingi Taw... eventually they grew weary & so they stopped.	
				Then the posse was suddenly killed by a deathless spectre by the side of the old road where a handful of graves remain to this day.	
				We told Logfella that it was a nice story but actually it didn't freak us out all that much.	
GIRL_GRAVESCOMPLETETHOUGHTS	Girl				
ARCHETYPE_MOONGROTTO	The Archetype			So I see you've managed to alter the mood of the moon in The Moon Grotto - I wonder how long this Time Paradox will last?	
MIRACLE2_ISLAND	The Scythian			While the Bright Moon looms we have enacted a super weird moon-miracle on an impossible island in the midst of a placid lake.	
MIRACLE2_PINKTRIGONCOLLECTED	The Scythian			We got The Bright Moon Trigon for glory & for spite. #trigontamed	
MIRACLE2_BRIGHTMOONTRIGONCOLLECTED	The Scythian			We were tempted to maybe just stop with the whole woeful errand thing but there was just something so attractive about martyrdom.	
				"Oh well, it probably won't matter too much in the end. It's not like entry into The Whirling Infinite involves a physical exam."	
				We had the distinct feeling that all this dream-walking & Trigon taming was starting to take its toll.	
				When the light & the sound subsided we found ourselves on the shores of a lake with a brutal headache & a bloody nose.	
GIRL_BRIGHTMOONTRIGONCOLLECTED	The Scythian		Archetype/trifecta	We spoke to Samae about our dream-encounter with The Bright Moon Trigon & our intention to re-assemble The Trigon Trifecta.	
				She said our dream-encounter sounded really cool & she wished she could've been there. #lies	
				She asked us if we had stopped by The Trigon Grove... perhaps we could activate another skyward beam?	
LOGFELLA_BRIGHTMOONTRIGONCOLLECTED	The Scythian			The woodsman could see that our dream-walking & miracle-working had taken a heavy toll on our physical health.	
				Logfella seemed to suspect that this woeful errand of ours probably didn't have a happy ending.	
				Logfella reminded us to sit down by the hearth in the hut & take a break every now and again to gather our strength.	
ARCHETYPE_BRIGHTMOONTRIGONCOLLECTED	The Archetype			Our research data shows a high correlation between a participant's progress in S:S&S EP & their aptitude for being awesome.	
				I see you have managed to locate & retrieve The Bright Moon Trigon - this is remarkable news indeed.	
MIRACLE3_HUGETREE	The Scythian			While the Dark Moon reigns we have enacted a splintering thunderbolt miracle amidst a parliament of trees.	
MIRACLE3_DARKMOONTRIGONCOLLECTED	The Scythian			"Also... carrying around The Megatome all over the place is kind of a pain, it really is a burdensome book in more ways than one."	
				We were feeling a little worse for wear... it was probably something to do with all those cosmic laser bolts.	
				When the light & the sound subsided we found ourselves rain-soaked & cold amid a parliament of trees.	
GIRL_DARKMOONTRIGONCOLLECTED	The Scythian		Archetype/trifecta	We spoke to Samae about our dream-encounter with The Dark Moon Trigon & our intention to re-assemble The Trigon Trifecta.	
				We told her about how we had smashed The Dark Moon Trigon's loathsome rainbow attack & she was all like 'cool'.	
				She didn't seem to mind listening to our crazy stories.	
LOGFELLA_DARKMOONTRIGONCOLLECTED	The Scythian			The woodsman could see that our dream-walking & miracle-working had taken a heavy toll on our physical health.	
			Archetype/trifecta	Logfella asked us if we had visited with Dogfella in The Trigon Grove... perhaps we could activate another skyward beam?	
ARCHETYPE_DARKMOONTRIGONCOLLECTED	The Archetype			So now the question is... what's next?	
				Despite the scarcity of useful information we have provided you have managed to master the Dark Moon Trigon.	
				I've just been informed that you have retrieved The Dark Moon Trigon - this is remarkable news indeed.	
LOGFELLA_FOUNDBOORKEY	The Scythian		AdventureUI/keyItem	The woodsman didn't recognize the key that we had found & he had zero idea what it was for.	
			AdventureUI/keyItem	...?	
GIRL_FOUNDBOORKEY	The Scythian		AdventureUI/keyItem	Samae saw the key that we had found & she encouraged us to keep our eyes open for a locked door.	
				She didn't have any other ideas but we were reminded of something we had seen on the old road to Mingi Taw.	
ARCHETYPE_GROTTOPARADOX	The Archetype				
				Once the moods of the moon have been altered in The Moon Grotto the	
ARCHETYPE_KILLBOOR	The Archetype			"Now I imagine you might be wondering what that key is for? To be honest, I have no idea."	
				"Not that I'm suggesting that you are in fact a violent sociopath... haha... I'm sure you had your reasons, right? #thegrizzledboor"	
				I should mention that The Grizzled Boor was included in S:S&S EP to tempt participants into identifying as violent sociopaths.	
				I've just been informed that The Grizzled Boor has been slain... do you know anything about this? #slaughter	
ARCHETYPE_SPAREBOOR	The Archetype			"Now I imagine you might be wondering what that key is for? To be honest, I have no idea."	
				"So yeah, that's awesome & we love love you for it."	
				"The Grizzled Boor was included in S:S&S EP to allow participants to self-identify as compassionate, reasonable people."	
				I've just been informed that The Grizzled Boor has been allowed to escape unharmed. This is heartening news.	
LOGFELLA_FOUNDATION	Logfella			...	
				...	
				...	
SCYTHIAN_FOUNDATION	The Scythian			We just woke a sylvan sprite from a deepwater pond fringed with lilies beside a stone hut. We are not sure what that means.	
				With a ceaseless storm overhead we have learned to sing a Song of Sworcery & summon a slumbering sylvan sprite.	
				Wait... why am I referring to myself in first person? I thought our story was told in second person? #editingoversight	
				"Are my thoughts arranged chronologically, in the order I thought them? So this must be what I was thinking a few seconds ago?"	
				So this is The Megatome? Is it absorbing 'linguistic thought transmissions'? Am I reading my thoughts as I'm thinking them? Hmm...	
GIRL_FOUNDATION	Girl			...	
				...	
				...	
DOGFELLA_FOUNDATION	Dogfella			...	
				...	
				...	
LOGFELLA_DARKMOON	The Scythian			The woodsman spoke of his dream-walking in the woods in the hour before dawn under a dark & storm-filled sky.	
				He spoke of a throbbing pink light & an eerie song full of dread emanating from the nameless woods behind the meadow.	
				We figured Logfella was probably talking about The Dark Moon Rock Show.	
GIRL_DARKMOON	The Scythian			Samae spoke of her dream-walking in the woods in the hour before dawn under a dark & storm-filled sky.	
				She spoke of how she had taken shelter from the thunder storm in the hollowed-out trunk of a titanic tree.	
				We totally knew which titanic hollow tree she was talking about.	
ARCHETYPE_DARKMOON	The Archetype			Take heed: The Dark Moon reigns.	
LOGFELLA_CRESCENTWAX	The Scythian			"The woodsman spoke of his dream-walking in the woods in the hour before dawn, under a crescent moon."	
				"He spoke of a creature he had met, someone or something both strange & nude. Was it a bear? A man? Or... The Grizzled Boor?"	
GIRL_CRESCENTWAX	The Scythian			Samae was excited - today was the start of a whole new lunar month! She looked forward to long days sitting on rocks.	
ARCHETYPE_CRESCENTWAX	The Archetype			"The sliver of a crescent moon has appeared, marking the start of a new twenty-eight day lunar cycle."	
LOGFELLA_HALFWAX	The Scythian			"The woodsman admitted that yes, indeed, he had chopped a decent amount of firewood in his time."	
				He spoke of the frigid winters & deep snows here amongst the mighty Caucasus mountains that rise above the steppes of Scythia.	
				The woodsman aspired to have enough food & firewood to survive the long cold months to come.	
GIRL_HALFWAX	The Scythian			"In my dream last night I was walking in the woods & I was totally craving a muffin, but there were zero muffins."	
ARCHETYPE_HALFWAX	The Archetype			Lunatic folklorists have asserted that there is no causal link between madness & the moods of the moon.	
LOGFELLA_ALMOSTWAX	The Scythian			The woodsman said that he never used to think all that much about The Gogolithic Mass & the mountain wilderness of Mingi Taw.	
				"However, in the last little while, he said that the spectral presence of The Gogolithic Mass had started to haunt him."	
				The woodsman said he gets the heebie-jeebies when The Bright Moon looms in the sky above & when The Dark Moon reigns.	
GIRL_ALMOSTWAX	The Scythian			Samae remarked upon the growing moon... she wondered how long it would be until The Bright Moon loomed in the sky above.	
ARCHETYPE_ALMOSTWAX	The Archetype			The moon grows slightly with each passing day... in a few days it will be The Bright Moon... so what?	
LOGFELLA_BRIGHTMOON	The Scythian			The woodsman admitted that his dog seemed to go a bit mental whenever The Bright Moon loomed in the sky above.	
GIRL_BRIGHTMOON	The Scythian			"Samae spoke of her dream-walking in the woods in the hour before dawn, with The Bright Moon looming in the sky above."	
				She spoke of the crisp morning air & an impossible island in the midst of a placid lake.	
ARCHETYPE_BRIGHTMOON	The Archetype			Go outside & look up - marvel at The Bright Moon looming in the sky above!	
LOGFELLA_ALMOSTWANE	The Scythian			"The woodsman had a low tolerance for lore & he admitted it usually put him to sleep. Nevertheless, he was quite knowledgeable."	
				The woodsman knew all about Mingi Taw & why it was known as The Kingdom of The Cloud.	
				"He knew that Mingi Taw was the tallest mountain in the known world, taller even than Mt. Olympus where the Akhean gods dwelt."	
				"He also knew that the summit of Mingi Taw, always shrouded by cloud, was thought to be the gateway to the whirling infinite."	
				The woodsman had never dared tread upon the horror-haunted slopes of Mingi Taw & he never would.	
GIRL_ALMOSTWANE	The Scythian			Samae wondered why so many mushrooms grew immediately before & after The Bright Moon... what was the cause?	
ARCHETYPE_ALMOSTWANE	The Archetype			The moon is slightly less bright than it was yesterday & the lunar cycle is beginning to wind down.	
LOGFELLA_HALFWANE	The Scythian			"The woodsman had a low tolerance for lore & he admitted it usually put him to sleep. Nevertheless, he was quite knowledgeable."	
				"The woodsman explained that in Scythia & in Persia, Mingi Taw is known as The Eternal Mountain."	
				"The woodsman spoke of how, ages ago, a long forgotten race had carved a temple into the living rock beneath Mingi Taw."	
				The woodsman spoke of the subterranean corridors & cavernous spaces carved into the living rock beneath Mingi Taw.	
				"According to the woodsman, those cavernous spaces were carved ages ago for the safe-keeping of The Megatome."	
GIRL_HALFWANE	The Scythian			Samae said she had gone walking beyond the stone wall & she had felt the dreadful presence of The Gogolithic Mass.	
ARCHETYPE_HALFWANE	The Archetype			The lunar cycle is winding down & The Dark Moon is less than a week away.	
LOGFELLA_CRESCENTWANE	The Scythian			"The woodsman had a low tolerance for lore & he admitted it usually put him to sleep. Nevertheless, he was quite knowledgeable."	
				"The woodsman knew about The Gogolithic Mass, the deathless spectre who lurked in the darkness beneath Mingi Taw."	
