id	user	icon	portrait	English	Japanese	Final Notes	pic	Filenames	Codes					
				"Начав Песнь чаробейства, вы можете легко коснуться края экрана, чтоб осмотреться вокруг (или воспользоваться стрелками)."										
ARCHETYPE_MUSHROOMHINT	The Archetype			"Доказано, что грибы, обладающие прорицательными эффектами, могли сыграть значительную роль в формировании душевного устройства человека."										
				"Археологические находки указывают на то, что употребление грибов для религиозного общения и лечения применялось с древнейших времён."										
				"С точки зрения физиологии, вы могли ощутить чувства блаженства и усиленного восприятия, а также уход от стресса и потерю аппетита."										
				Лесные грибы могут дать некое косвенное озарение по поводу местонахождения лесных духов и их триггеров.			60	035.jpg	53A5Y					
ARCHETYPE_TRIGONGROVE	The Archetype			Чувствуете? Теперь вы понимаете? Обрели ли теперь для вас новый смысл тайные пометки внутри Мегатома?										
				Этот луч является мостом между миром живых и миром мёртвых. Теперь вы можете встретить призрака (и даже не одного) и поговорить с ним.										
				"Только что я был оповещён о том, что вы активировали первый небесный луч в Треугольной роще."										
GIRL_CABINSHEEP	The Scythian			"Мы спросили девушку о никчёмных овечках, гуляющих возле хижины и она сказала, что недавно они были чем-то напуганы."										
			gourd/gourd	"Мы сказали девушке, что отправили в небо пятерых лесных духов, на что она ответила, что, вероятно, близится время чудес."										
				"Мы подумали, что стоило бы сходить и обследовать лужайку, где раньше паслись овечки."										
LOGFELLA_CABINSHEEP	The Scythian			"Дровосек чувствовал, что наступило время чудес. Он думал о том, что скоро может произойти нечто невероятное."			79	036.jpg	V3G62					
GIRL_CABINSHEEPTHOUGHTS	Girl			"Какого...!? Дождь прекратился! Значит ли это, что буря рассеивается? Хотелось бы верить."										
				Эта буря действовала мне на нервы. Всё было таким серым.										
LOGFELLA_CABINSHEEPTHOUGHTS	Logfella			Хм-м.... У меня мурашки по коже... определённо что-то происходит... неужели буря прекращается?										
				"Знаешь, как только я хочу собраться с силами, я просто сажусь напротив камина и грею здесь ноги."										
DOGFELLA_CABINSHEEPTHOUGHTS	Dogfella			Гав! Гав! Гав! Гав! Гав! Гав! Гав! Гав! #stillbarking #miracles			84	037.jpg	V3C7I					
ARCHETYPE_MEADOWHINT	The Archetype			"Как только солнце займёт нужное положение, вам будут дарованы чудесные способности складывания, которыми обладал маг Аль Джаффи."										
				Чувствуете эту странную вибрацию? Настало время чудес! Начните Песнь Чаробейства и подымите взор на злых птиц.			76	038.jpg	A3G84					
ARCHETYPE_MEADOWHINTTWO	The Archetype			"Взгляните на небеса, дабы понять, как происходит это чудо, а затем узрите Золотой Треугольник."										
ARCHETYPE_SIDE_B	The Archetype	AdventureUI/tweetIconInfo		"Хм-м... а это необычно, то, как вы справились с медвеголовым каннибалом."			120	039.jpg	O3G9D					
				"Нет-нет, всё нормально, просто это так необычно. Я никогда прежде не видел, чтоб кто-либо так поступал. Но вы не беспокойтесь."										
				"Хорошо, так держать! Здесь, в S:S&S EP, ещё так много всего, чем можно насладиться, в особенности на обратной стороне пластинки."										
ARCHETYPE_GOLDTRIGONHINTONE	The Archetype			"Для того, чтобы покорить Золотой Треугольник, вы должны понять как пережить три стадии его странной песни. Сочетайте защиту и нападение."										
				"Крайне важно щёлкать на иконку щита и удерживать её всякий раз, когда это возможно. Таким образом к вам вернутся утраченные силы."										
				"Я вижу, вы призвали Золотой Треугольник и попытались покорить его, так? Есть ещё кое-что полезное, что я должен вам рассказать."										
ARCHETYPE_GOLDTRIGONHINTTWO	The Archetype			"Отражайте псионические снаряды Треугольника взмахами меча и выжидайте момент, чтобы уклониться от лучевых атак."			83	040.jpg	3.4E+02					
				"Непредсказуемое поведение Золотого Треугольника стало причиной гибели тех, кто приходил до вас... им не хватило стойкости и отваги."										
ARCHETYPE_GOLDTRIGONHINTTHREE	The Archetype			Вы должны покорить Золотой Треугольник. Другого пути нет.										
				На третьей стадии вы должны отражать маленькие треугольные снаряды с помощью меча и уклоняться от лучевых атак. 										
				"На второй стадии вы должны выждать момент лучевой атаки и своевременно нажать на иконку щита, чтобы уклониться."										
				На первой стадии вы должны отбивать энергетические шары обратно в Треугольник с помощью меча.										
ARCHETYPE_BRIGHTTRIGONHINTONE	The Archetype			"Должно быть, вы заметили, что Треугольник Полнолуния несёт смерть свысока... поэтому своевременно нажимайте на щит, чтобы увернуться."			144	041.jpg	8.4E+12					
ARCHETYPE_BRIGHTTRIGONHINTTWO	The Archetype			На последней стадии схватки с Треугольником Полнолуния вам потребуется отражать снаряды мечом и уклоняться от лучевых атак.										
ARCHETYPE_DARKTRIGONHINTONE	The Archetype			"Похоже, вы столкнулись с презренной радугой, которую насылает Треугольник Новолуния. Рубите её что есть мочи!"										
ARCHETYPE_DARKTRIGONHINTTWO	The Archetype			Последняя стадия схватки с Треугольником Новолуния включает в себя коварные треугольные снаряды. Просто бейте их и останетесь в живых.										
ARCHETYPE_MEGATOMEOUTRO	The Archetype	AdventureUI/tweetIconBabelBook		"Итак, вы разбудили бессмертного призрака, похороненного во тьме глубин Минги Тау. Чёрт!"										
				"В результате, наступила зловещая гроза, и милым людям, что жили в каменной хижине, стало грустно."										
			adventureUI/megatomeItem	"В конце концов, вы заполучили обременительную книгу, известную как Мегатом. На следующем сеансе мы поговорим о её загадочном назначении."										
				"Наши исследования показывают, что продолжительное воздействие мифопоэтической психокосмологией S:S&S EP может вызывать побочные явления."										
				"Итак, вы завершили первый сеанс. Как насчёт того, чтобы сделать перерыв? Я буду здесь, как только вы будете готовы ко второму сеансу."										
ARCHETYPE_GOLDMASTERINTRO	The Archetype	AdventureUI/tweetIconBabelBook												
				Как приятно снова видеть вас. Вы готовы приступить ко второму сеансу S:S&S EP?										
			adventureUI/megatomeItem	"Так, на чём же мы остановились? Ах да, вспомнил. Теперь у вас есть обременительная книга, известная как Мегатом."										
				"А ещё вы разбудили бессмертного призрака, который притаился во тьме глубин Минги Тау. Ужас, правда?"			204	042.jpg	24B2J					
				"Горькие времена наступили — зловещая гроза накрыла небеса и милые люди, живущие в хижине, теперь печальны."										
				"Для того, чтобы успокоить бурю, потребуются познания в псионике, криптозоологии и чудесах..."										
			adventureUI/megatomeItem	1. Чаробейское касание снимет печать с Мегатома и тогда вам откроются невысказанные мысли живых существ и прочие эзотерические сведения.										
			gourd/gourd	"2. Странные лесные духи (источники чаробейства) дремлют в прудах, лесах и лугах. Взыщите их едва заметные звенящие пузырьки."										
			triangle/Triangle	"3.  Чаробей, который обнаружит, призовёт и подчинит себе космическую геометрию Золотого Треугольника, обретёт способность творить чудеса."										
				Сбиты с толку? Отлично. Не теряйте спокойствия и продолжайте путь.			210	043.jpg	A4C31					
ARCHETYPE_GOLDMASTEROUTRO	The Archetype		triangle/Triangle	Браво! Вы открыли и покорили космическую геометрию Золотого Треугольника.			86	044.jpg	24E4H					
				Чудесным образом зловещая буря рассеялась и сияющее солнце вернулось в этот мир. И это просто потрясающе!										
				"Эти героические поступки положительно отразились на вашей восприимчивости, интуиции и упорстве. Ваши дела идут чрезвычайно хорошо."										
				Замечание: вам следует продолжить эксперимент S:S&S EP и тогда вышеупомянутым качествам будет устроена проверка и оценка.										
				"Но всё же, как насчёт ещё одного перерывчика, а? Как всегда, я буду здесь, как только вы решите приступить к третьему сеансу."										
ARCHETYPE_TRIFECTAINTRO	The Archetype													
				Приступим к третьему сеансу. Примечание: для этого сеанса обычно требуется один лунный месяц для завершения.										
			triangle/Triangle	"Итак, вы покорили Золотой Треугольник и буря чудесным образом развеялась, так? Могу вас с этим поздравить."										
			adventureUI/megatomeItem	"При любых затруднениях, обращайтесь к Мегатому и изучайте результаты его работы ."										
				Бессмертный призрак всё ещё скрывается во тьме глубин Минги Тау.										
			Archetype/trifecta	Примите во внимание космическую геометрию Триединого Треугольника.										
			MoonCrescent/moonCrescent	Следите за фазами луны.			118	045.jpg	Y4E5Q					
				"Наши исследования показывают, что использование социальных сетей может отразиться на результате этой фазы эксперимента S:S&S EP."										
				"Имейте ввиду, что впредь мы будем следить за вашими действиями в относительной тишине."										
ARCHETYPE_TRIFECTAOUTRO	The Archetype		Archetype/trifecta	"Итак, вам удалось покорить два оставшихся Треугольника и воссоздать Триединый Треугольник, верно?"			165	046.jpg	P4B6A					
			Archetype/trifecta	Вы неповторимы и именно поэтому я так сильно вас люблю.										
				"Это был очень смелый и благородный поступок — провести Скифку мучительной тропой, до самой вершины Минги Тау."										
				"Серьёзно, мы в долгу перед вами."										
				Осталось лишь уверенно довести Скифку до вершины Минги Тау и стать свидетелем открытия пучины бесконечности.										
				Мужайтесь — конец уже близок!										
ARCHETYPE_GHOULINTRO	The Archetype													
				"Ну, вот. После этого короткого сеанса, курс лечения S:S&S EP подойдёт к концу."										
				Печальное предназначение Скифки вот-вот будет исполнено.										
				"Печально, что её душа и тело истощены до предела. Всему виной чаробейство... Она уже на пороге смерти."			162	047.jpg	J4F7B					
			Archetype/trifecta	"Всё, что осталось — это разгадать тайны Треугольной Рощи и загрузить Мегатом в пучину бесконечности с вершины Минги Тау."										
				"Нажмите «play», если готовы стать свидетелями ужасных мучений."										
END	The Scythian			"На вершине Минги Тау мы загрузили Мегатом в пучину бесконечности, где он навеки будет в безопасности."										
END_CHEAT	The Scythian			"На вершине Минги Тау мы загрузили Мегатом в пучину бесконечности, где он навеки будет в безопасности. #cheat"										
END_CHEAT_NOBOOR	The Scythian			"На вершине Минги Тау мы загрузили Мегатом в пучину бесконечности, где он навеки будет в безопасности. #cheat #noboor"										
END_CHEAT_PSYCHO	The Scythian			"На вершине Минги Тау мы загрузили Мегатом в пучину бесконечности, где он навеки будет в безопасности. #cheat #psycho"										
END_CHEAT_LOVE	The Scythian			"На вершине Минги Тау мы загрузили Мегатом в пучину бесконечности, где он навеки будет в безопасности. #cheat #love"			202	048.jpg	D4A81					
END_MOONGROTTO_PSYCHO	The Scythian			"На вершине Минги Тау мы загрузили Мегатом в пучину бесконечности, где он навеки будет в безопасности. #moongrotto #psycho"			180	049.jpg	74D9P					
END_MOONGROTTO_LOVE	The Scythian			"На вершине Минги Тау мы загрузили Мегатом в пучину бесконечности, где он навеки будет в безопасности. #moongrotto #love"			176	050.jpg	Y5F0P					
END_HONEST_PSYCHO	The Scythian			"На вершине Минги Тау мы загрузили Мегатом в пучину бесконечности, где он навеки будет в безопасности. #honest #psycho"			179	051.jpg	M5C1H					
END_HONEST_LOVE	The Scythian			"На вершине Минги Тау мы загрузили Мегатом в пучину бесконечности, где он навеки будет в безопасности. #honest #love"			177	052.jpg	55E2B					
END_HONEST_NOBOOR	The Scythian			"На вершине Минги Тау мы загрузили Мегатом в пучину бесконечности, где он навеки будет в безопасности. #honest #noboor"			178	053.jpg	75G3V					
GIRL_GHOULTHOUGHTS	Girl			"Интересно, знает ли Скифка, что Гоголита можно приостановить, если коснуться чаробейством его черепа? Думаю, что нет."										
				"Хоть бы она помнила, что можно щёлкнуть, удерживая кнопку на своём пути, чтобы двигаться очень быстро. А если нет, то её точно поджарят."										
				"Где это я? Что случилось? Последнее, что помню — это как я ходила во сне среди деревьев и увидела сверхъестественное розовое сияние."										
LOGFELLA_GHOULTHOUGHTS	Logfella			"Скифка всё так и твердит о своём печальном предназначении, в котором она должна открыть врата в пучину бесконечности на вершине Минги Тау."										
				"Всё здесь пошло кувырком, с тех пор как Скифка появилась тут, много лун назад."										
LOGFELLA_GHOUL	The Scythian			Мы с трудом очнулись от супер глубокого сна и обнаружили себя неподалёку от Треугольной рощи в компании лесника по кличке Дровосек.			88	054.jpg	J5D44					
				"Дровосек рассказал, что Девушка пропала прошлой ночью."										
				"Лесник понимал, что конец близок и нам надо возвращаться в Минги Тау, чтоб исполнить наше печальное предназначение."										
LOGFELLA_TRIGONGROVETIPS	The Scythian			Лесник по прозвищу Дровосек никогда раньше не бывал в Треугольной роще и ему было любопытно.										
LOGFELLA_TRIFECTATIPS	The Scythian			Лесник по прозвищу Дровосек очень волновался о пропавшей девушке.										
				"Мы сказали ему, что знаем где она может быть и вскоре вернём её. "										
				"Он взглянул на пьедестал и заранее поблагодарил нас за все те муки, через которые нам предстоит пройти."										
URSULA_AVATAR			Ursula/idleSEhandsonhip											
DOG_AVATAR			AdventureUI/dudeDogfellaIdle1											
AMPHITHEATRE_LEFT	The Scythian	AdventureUI/tweetIconInfo		"Эти два чувака заявляют, что причастны к созданию этого безумного мира."			159	055.jpg	A5G55					
AMPHITHEATRE_RIGHT	The Scythian	AdventureUI/tweetIconInfo		"Два этих шутника заявляют, что причастны к созданию этого безумного мира."			159	055.jpg	A5G55					
GOURD_MOUNTAINMEADOW	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	"Только что мы пробудили лесного духа, дремавшего в плодородной почве, на лужайке, где паслись 4 пары никчёмных овец."			52	056.jpg	15B63					
GOURD_CABIN	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	Мы спели Песнь Чаробейства и вызвали дремавшего лесного духа из прохладных вод глубокого озера — как странно!			50	057.jpg	G5F78					
GOURD_UPSLOPEWOODSONE	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	"Только что мы пробудили лесного духа, притаившегося в необычном скворечнике, окружённом тремя промокшими певчими птичками."										
GOURD_UPSLOPEWOODSTWO	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	"Только что мы пробудили лесного духа, дремавшего близ моста из бревна, там где 4 пары деревьев возвышались над речкой."										
GOURD_UPSLOPEWOODSFOUR	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	"Только что мы пробудили лесного духа, дремавшего меж двух омерзительных радуг на краю гибельной пропасти."										
GOURD_WATERFALLS	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	"Только что, в царстве Новолуния, мы разбудили дремавшего лесного духа, окружённого пятью водопадами."										
GOURD_MOUNTAINTOP	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	"Только что, в царстве Новолуния, мы разбудили лесного духа, скрывавшегося в подлеске на вершине каменистого утёса."										
GOURD_SECRET2_STONESHELTER	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	"В свете Полной Луны мы пробудили лесного духа, таившегося в скрытой роще, там, где зависал Джим Гатри."			132	058.jpg	G5F8U					
GOURD_MOUNTAINLAKESHORE	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	"В свете Полной Луны мы вызвали лесного духа из стоячих вод озера, в котором обитает встревоженная мама-утка."										
GOURD_LAKESHOREBUNNYSTRAIGHTAWAY	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	"В свете Полной Луны мы пробудили лесного духа, притаившегося в озере, в котором отражения малость не соответствовали."			127	059.jpg	65D98					
GOURD_LAKESHORELAKE	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	"В свете Полной Луны мы разбудили лесного духа, дремавшего в озере рядом с троицей сов."										
GOURD_PINKCOLLECTED	The Scythian	AdventureUI/tweetIconGourd	Archetype/trifecta	"У нас появилось то особое чувство, что пора бы уже, наверное, настать времени для чудес. #miracles"										
GOURD_MOUNTAINSIDE	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	"Только что, в царстве Новолуния, мы пробудили лесного духа, окружённого тремя маленькими водопадами."										
GOURD_SECRET1_FOOTOFMOUNTAIN	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	"Только что, в царстве Новолуния, мы разбудили лесного духа, дремавшего в тёмном лесу в окружении четырёх низких круглых деревьев."										
GOURD_BRISKLYWALKING	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	"Только что, в царстве Новолуния, мы пробудили лесного духа, дремавшего в подлеске на дальней стороне озера."										
GOURD_HUGETREE	The Scythian	AdventureUI/tweetIconGourd	gourd/gourd	"В свете Полной Луны мы пробудили лесного духа, таившегося в тени гигантского древа."										
GOURD_BLUECOLLECTED	The Scythian	AdventureUI/tweetIconGourd	Archetype/trifecta	"У нас появилось то особое чувство, когда, похоже, уже настала пора для чудес. Ну и где же мои чудеса? #miracles"			77	060.jpg	86D06					
GCLUE_MOUNTAINMEADOW	Dogfella	AdventureUI/tweetIconGourd		Гав! Гав! Гав! Гав! Гав! Гав! #barking			135	061.jpg	M6F1I					
				Гав! Гав! Гав! #justbarking										
				"Иногда я так устаю лаять-лаять без конца... но, увы, собакам следует делать то, что следует делать собакам, а именно — быть как собака."										
				Гаф! Фых... Гав! #mixingitup										
				Гав! Гав! Гав! Гав! Гав! Гав!										
GCLUE_UPSLOPEWOODSONE	Girl	AdventureUI/tweetIconGourd		"И всё же есть нечто странное в том, как ведёт себя Скифка. Будто ей управляет незримая сила."										
				"Думаю, я бы не отказалась узнать побольше о великоэпичной жизни этой Скифки. Зуб даю, что тогда всё сразу станет на свои места."										
GCLUE_UPSLOPEWOODSTWO	Logfella	AdventureUI/tweetIconGourd		"Хочу надеяться, что это Скифка в ответе за то, что творится с лесными духами."										
				"Эта буря вгоняет меня в депрессию, как бы я хотел, чтобы видеоигры существовали в... там где им положено."										
GCLUE_UPSLOPEWOODSFOUR	Girl	AdventureUI/tweetIconGourd		"С появлением Скифки, всё здесь пошло кувырком."			3	062.jpg	36E2Z					
GCLUE_YELLOWCOLLECTED	Girl	AdventureUI/tweetIconGourd		Эта буря и всё такое... просто руки опускаются. Такая тоска-а-а.										
				"Но дождь прекращается и небо, кажется, становится светлее... неужели наступает время чудес? Хотелось бы верить. Обожаю чудеса."										
				Оу... что случилось? Овечки в страхе убежали с лужайки... Что же там могло произойти? Неужели... Золотой Треугольник?										
GCLUE_MOUNTAINTOP	Dogfella	AdventureUI/tweetIconGourd		Гав! Гав! Гав! 										
				"Иногда, когда слишком темно, чтобы я мог что-либо разглядеть, я кой-чего съедаю и вижу вещи, которых даже нет на самом деле."										
				Гав! Гав! Гав! Гав! Гав!										
GCLUE_SECRET2_STONESHELTER	Logfella	AdventureUI/tweetIconGourd		"Эта мелодия крутится у меня в голове... радостная и в то же время грустная песенка, рождающая во мне прекрасный и таинственный трепет."										
GCLUE_MOUNTAINLAKESHORE	Dogfella	AdventureUI/tweetIconGourd		"Я понимаю, что ты хочешь избежать предначертанных тебе мучений, но знай: нельзя противиться судьбе, всё должно идти своим чередом."										
				Гав! Гав! Гав... Фырх.										
GCLUE_LAKESHOREBUNNYSTRAIGHTAWAY	Dogfella	AdventureUI/tweetIconGourd		"Тут похоже есть неизвестные существительные, но выучить их несложно."										
				Есть два типа неизвестного — познанная неизвестность и непознанная неизвестность.			32	063.jpg	L6E31					
				Гав! Гав! Гав! 										
GCLUE_LAKESHORELAKE	Logfella	AdventureUI/tweetIconGourd		"Мои брёвна хранят множество тайн... о лесных духах и невероятных островах. К несчастью, я не знаю их язык."										
				"Судя по моему опыту, существуют моменты, когда совы — не те кем кажутся, а в остальное время они совершенно обычные старые совы."			126	064.jpg	86A47					
GCLUE_PINKCOLLECTED	The Archetype	AdventureUI/tweetIconGourd		"Догадываюсь вы уже слышали о невероятном острове, освещённом светом Полной Луны. Возможно, вы читали о нём в Интернете?"			134	065.jpg	H6A5I					
				"Мы вели тайное наблюдение за вашими действиями, и хотели бы отметить, что чем дольше сомневаешься, тем скромнее будет триумф."										
				"Похоже, вы значительно продвинулись на пути к нахождению и покорению Треугольника Полнолуния. Отличная работа."										
GCLUE_MOUNTAINSIDE	Girl	AdventureUI/tweetIconGourd		"Может ли быть, что лесные духи — это дети Земли? Или же они одинокие пришельцы из недр бесконечной материи?"										
				"По правде говоря, мне не по себе при мысли об этих духах. Ну, то есть... что они такое? И откуда они?"										
GCLUE_SECRET1_FOOTOFMOUNTAIN	Dogfella	AdventureUI/tweetIconGourd		"Когда последний лесной дух будет отправлен на небеса и настанет время для чудес, взыщи гигантское древо."										
				"Я знаю, что ты знаешь то, о чём знаю я. И я хочу чтоб ты знала, что ты права на 100%."			109	066.jpg	F6D6H					
				Гав! Гав! Гав! Фых.. Гав! Гав! Гав!										
GCLUE_BRISKLYWALKING	Dogfella	AdventureUI/tweetIconGourd		"Исполни своё печальное предназначение, только так ты сможешь вернуть мир в наши сердца."										
				Лишь Триединый Треугольник откроет тебе тайны Треугольной рощи.										
				Недра бесконечности уже ждут тебя на вершине Минги Тау.										
				Гав! Гав! Гав.										
GCLUE_WATERFALLS	Girl			"Приходилось ли тебе замечать, что порой слова звучат как шум, а шум, порой, превращается в самый прелестный звук?"			132	058.jpg	G5F8U					
GCLUE_HUGETREE	Logfella	AdventureUI/tweetIconGourd		У горцев Кавказа столько странных поговорок.										
				"Здесь на Кавказе говорят, что лесу нужно пламя, также как и пламени нужен лес."										
YELLOWTRIGON_COLLECTED	The Scythian			Мы покорили Золотой Треугольник. Мы такие крутые.			85	067.jpg	36G7U					
PINKTRIGON_COLLECTED	The Scythian			"Несмотря на все трудности, мы заполучили Треугольник Полнолуния."			155	068.jpg	56F8U					
BLUETRIGON_COLLECTED	The Scythian			"Вопреки всему, мы заполучили Треугольник Новолуния."			112	069.jpg	T6G94					
GCLUE_BLUECOLLECTED	Girl	AdventureUI/tweetIconGourd		"Похоже на то, что все духи Новолуния отправились в небеса, а это значит, что опять настало время чудес. Обожаю чудеса!"										
JIM_HINT1_OFF	The Scythian			"В укромной роще мы повстречали загадочного музыканта, сидящего вблизи потрескивающего костра."										
JIM_PINKDAWN	The Scythian			"В укромной роще мы повстречали загадочного музыканта, сидящего вблизи потрескивающего костра. #jimguthrie"										
JIM_BRIGHTMOON	The Scythian			"В полнолуние, мы повстречали загадочного музыканта, сидящего вблизи потрескивающего костра. Он представился как Джим Гатри."			128	070.jpg	07G00					
JIM_POSTSWORCERY	The Scythian			"Загадочный музыкант по имени Джим Гатри оказался свидетелем нашего чаробейства, но ему, похоже, было всё равно."										
JIM_POSTGOURD	The Scythian			"Загадочный музыкант по имени Джим Гатри сказал, что готов сыграть нам небольшую песенку, если мы не против."										
				Джим предложил присесть с ним у костра.										
JIM_POSTSONG	The Scythian			"Джим Гатри поведал нам, что нет смысла отрицать свои злые помыслы, так же как и нет смысла отрицать укус дракона."										
			Archetype/trifecta	"Он сообщил, что через две недели планирует устроить рок-концерт по ту сторону озера."										
JIM_LOGFELLATHOUGHTS	Logfella			Эта мелодия кажется мне до боли знакомой... Где я её слышал? #1000songs										
				"Внезапно, в моей голове возникла какая-то нереально странная мелодия. #andwegotolder"										
LOGFELLA_JIMTHOUGHTS	Logfella			"Эта песенка так давно вертится в моей голове... Просто несколько нот, повторяющихся снова и снова. Что бы это значило?"										
ARCHETYPE_OTHERSIDEOFLAKE	The Archetype			Безопасно вернуться из-за границы лиминальности совсем не сложно — просто ищите знакомые места и тепло очага.										
				"Если вам удастся достичь ясности сознания, вы сможете творить вместе с ним... вместо того, чтобы бороться, сопротивляться и проклинать его."										
				"Когда вы осознаете себя во сне, вы поймёте, кем вы себя представляли... но если вы сольётесь со сном, вы будете заколдованы."										
				Даже в самом исхоженном пространстве сна могут открыться новые места и обнаружиться новые связи... если вы не перестанете верить.										
GIRL_MOONGROTTOCOMMENT	Girl			"У меня такое чувство, будто вселенная пропустила такт, и теперь всё как-то... не так."										
LOGFELLA_MOONGROTTOCOMMENT	Logfella			"Долгий путь лежит от нуля к единице, и если бы пришелец сказал «привет», то послание было бы зашифровано в стерео. Погоди... о чём это я?"										
GIRL_HUGETREETHOUGHTS	Girl			"Конечно, я никогда не говорю никому о таких снах про богиню/дерево, а то ещё скажут, что я хиппи или вроде того."										
				"В это тайное место я прихожу, чтобы увидеть гигантское древо... Это та богиня, что правила неисчислимые миллиарды лет до появления человека."										
				"В моих снах всегда есть одно тайное место, где я люблю бывать — парламент деревьев в самом сердце мира."										
LOGFELLA_HUGETREETHOUGHTS	Logfella			"Как я люблю наблюдать за лесами при разной погоде, просто остановиться и слушать... думать о чём-то, а иногда — совсем ни о чём не думать."										
				"Я не слишком много времени провожу во снах, но зато, если я во сне, я всегда вновь навещаю мои любимые места и смотрю, что изменилось."										
MIRACLE1_MOUNTAINMEADOW	The Scythian			На солнечной лужайке мы сотворили чудо в стиле «складываний» безумного чародея Аль Джаффи. И таким образом разогнали бурю.										
MIRACLE1_YELLOWTRIGONCOLLECTED	The Scythian			"Мы остались стоять на залитом солнцем лугу, в ошеломлении и недоумении, а нашу голову просто разрывало от боли."										
LOGFELLA_YELLOWTRIGONCOLLECTED	The Scythian			"Мы с трудом очнулись от супер глубокого сна и были не в силах вспомнить, что произошло."										
			triangle/Triangle	Мы вспомнили про чудеса на лужайке и о нашей встрече с Золотым Треугольником... 										
			triangle/Triangle	"... что это за силы, что были нам дарованы?"										
			triangle/Triangle	"Дровосек был абсолютно ошарашен тем удивительным и безумным описанием боя с Золотым Треугольником, что мы ему поведали."			81	071.jpg	R7C14					
			triangle/Triangle	"Дровосек призадумался о том, как Золотой Треугольник может быть связан с мрачными секретами, что скрыты за железными воротами на лугу."										
				"Дровосек не разбирался в этих мрачных секретах, поэтому решил пойти домой и колоть дрова. #woodchopping"										
LOGFELLA_BEFOREYELLOWBEAM	The Scythian			"Лесник, известный как Дровосек, был чертовски доволен тем, что буря утихла и хотел как можно скорее вернуться к рубке дров."										
				"Он спросил нас насчёт железных ворот, что закрывают проход в глубокую пещеру на лугу... знаем ли мы зачем они?"										
LOGFELLA_YELLOWTRIGONTHOUGHTS	Logfella			"Странно... Я вижу золотой луч, бьющий в небеса прямо из леса за лугом... кому-то удалось овладеть секретами Треугольной рощи?"			89	072.jpg	67F24					
LOGFELLA_URSULAMEADOW	Logfella			"Я волнуюсь о Скифке, она, кажется, совсем запуталась."										
SCYTHIAN_YELLOWTRIGONCOLLECTED_OFF	The Scythian			"Лесник и его дочь были рядом и следили за тем, как мы приходили в сознание."										
				"Мы заметили, что на лугу не осталось никаких изменений, никаких следов того, что здесь произошла мистическая схватка."										
GIRL_YELLOWTRIGONCOLLECTED	The Scythian			Девушка спокойно выслушала нашу странную историю о схватке с Золотым Треугольником.										
			triangle/Triangle	"Она спросила о секретах Треугольной рощи, что за глубокой пещерой на лугу... здесь была какая-то связь?"										
GIRL_YELLOWTRIGONTHOUGHTS	Girl			"Хмм... Я начинаю серьёзно беспокоиться о Скифке... уже столько дней прошло с тех пор, как буря утихла, а её всё нет. Но я надеюсь на лучшее."										
GIRL_URSULAMEADOW_OFF	Girl			"Ого, значит, Скифка вырубилась прямо посреди луга? Кошмар."										
DOGFELLA_GETDARKTRIGON	The Scythian			"После того, как мы активировали ещё один небесный луч в Треугольной роще, мы заметили нечто необычное в отношении пса по кличке Дружок."										
			Archetype/trifecta	"Вдруг, нам стало казаться, что мы понимаем Дружка — он торопил нас найти Треугольник Новолуния и воссоединить Триединый Треугольник."										
DOGFELLA_GETBRIGHTTRIGON	The Scythian			"После того, как мы активировали ещё один небесный луч в Треугольной роще, мы заметили нечто необычное в отношении пса по кличке Дружок."										
			Archetype/trifecta	"Вдруг, нам стало казаться, что мы понимаем Дружка — он торопил нас найти Треугольник Полнолуния и воссоединить Триединый Треугольник."										
DOGFELLA_THREETRIGONS	The Scythian			"После того, как мы активировали ещё один небесный луч в Треугольной роще, мы заметили нечто необычное в отношении пса по кличке Дружок."										
			Archetype/trifecta	"Вдруг, нам стало казаться, что мы понимаем Дружка — он торопил нас активировать третий небесный луч и открыть врата в бесконечность."										
DOGFELLA_TRUTHBOMB	Dogfella			Гав! Гав! Гав!										
				Гав! Гав! Фых.. Гав!										
				"Пучина бесконечности вселенной, что открыта на вершине Минги Тау, ожидает владельца Мегатома."										
				Гав! Гав! Гав! Гав! Гав!										
				Гав! Гав! Гав!										
GIRL_AFTERYELLOWBEAM	The Scythian			"Темноволосая девушка сидела на камне, рядом с лесником, рубящим дрова."										
			Archetype/trifecta	Мы спросили её о секретах Треугольной Рощи и необычных снах горцев Кавказа.										
				"Она поведала нам, что в снах её народа заключено множество тайн и что, каким-то странным образом, они отражают в себе фазы луны."										
				"Девушка сказала, что мы можем в любое время сесть у очага в хижине, чтобы прогуляться во сне или набраться сил."										
