id	user	icon	portrait	English	Japanese	JPN notes	French	Italian	German	Spanish	Craig's Notes	FIGS Notes/Questions	Final Notes	ENG Character Count
INFO_LOOMINGBIRDSCULPTURES	The Scythian			We spied an angry bird sculpture looming above the meadow. #subtlereference	草原を見下ろすように;「怒れる鳥」の像が~あった。 #あのゲーム		Nous avons aperçu la sculpture d'un oiseau en colère surplombant la prairie. #subtlereference	Scorgemmo la scultura di un pennuto arrabbiato sopra al prato. #subtlereference	Wir sahen eine wütende Vogelskulptur über der Wiese. #subtlereference	Descubrimos la escultura de un pájaro enojado que acechaba sobre la campiña. #subtlereference				75
INFO_MEADOWSUNSTICK	The Scythian			We spied an oddly shaped stick overlooking the meadow.	草原を監視するかのように変な形の棒が;~立っていた。		Nous avons aperçu une branche de forme étrange surplombant la prairie.	Scorgemmo un bastone dalla forma strana sopra al prato.	Wir sahen einen seltsam geformten Stab, der über der Wiese aufragte.	Descubrimos un palo de forma extraña que se erigía sobre el prado.				54
INFO_CABINWELL	The Scythian			We spied a solidly-built water well with a broad wooden roof.	がっしりとした屋根に覆われた見事な作りの;~井戸があった。		Nous avons aperçu un puits solidement bâti avec un énorme toit en bois.	Scorgemmo un pozzo di solida fattura con un ampio tetto di legno.	Wir sahen einen soliden Brunnen mit breitem Holzdach.	Descubrimos un aljibe de construcción sólida con un techo ancho de madera.				61
INFO_UNWELLWELL	The Scythian			The well seemed unwell. #unwell #well	まいどおなじみ井戸である。#まいど井戸		Le puits semblait épuisé. #unwell #well	Un pozzo bello tozzo. #unwell #well	Der Brunnen sah unpässlich aus. #unwell #well	El aljibe no parecía muy lozano. #unwell #well				37
INFO_WELLNESS	The Scythian			All's well that ends well. #unwell #well #wellness	井戸の底は冥土のように明度が低そうだ。 #井戸冥土明度		Puis, le puissant puits reçut de l'appui. #unwell #well #wellness	Vai nel pozzo o ti strozzo. #unwell #well #wellness	Brunnen gut, alles gut. #unwell #well #wellness	A buen fin no hay mal aljibe. #unwell #well #wellness				50
INFO_WELLWHITESTAG	The Scythian			LONG LIVE THE NEW FLESH	新人間よ、永遠なれ。		LONGUE VIE À LA CHAIR FRAÎCHE	GLORIA E VITA ALLA NUOVA CARNE	LANG LEBE DAS NEUE FLEISCH	VIVA LA NUEVA CARNE		IT: Videodrome reference? PS I still have nightmares from that film. MR - Haha yes it is. CA - Cronenberg is a top shelf creep.		23
ARCHETYPE_UNWELLWELLOUTRO	The Archetype													0
INFO_CABINCHIMNEY	The Scythian			We spied a sturdy stone hut with a roof of thatch that stood beside a deepwater pond.	深く澄んだ池のほとりに、;しっかりとした~作りの山小屋があった。		Nous avons aperçu une solide cabane en pierre avec un toit de chaume surplombant un bassin profond.	Scorgemmo un massiccio casolare di pietra con il tetto di paglia, di fianco a uno stagno profondo.	Wir sahen eine stabile Steinhütte mit einem Strohdach neben einem tiefen Teich.	Descubrimos una choza de piedra con techo de paja situada junto a un estanque profundo.				85
INFO_CABINWOODPILE	The Scythian			We spied a pile of chopped fire-wood, no big deal.	薪木が山のように積み重ねてある。;~まあ、普通の光景だ。		Nous avons aperçu une pile de bois de chauffage. Pas grand intérêt.	Scorgemmo una pila di legna tagliata, niente di ché.	Wir sahen einen Haufen Feuerholz, sehr unspannend.	Descubrimos una pila de leña cortada, nada muy interesante.				50
INFO_SPUME	The Scythian			We located the subtle sonorous spume of a slumbering sylvan sprite. Now... how to summon it?	こだまの泡を見つけた。;ここに森の精が~眠っているのか。;~さて…どうやって召喚すれば？		Nous avons aperçu l'écume modérément sonore d'un esprit sylvestre endormi. Mais… comment l'invoquer ?	Abbiamo individuato la vaporosa scia sonora di uno spiritello silvano assopito. E ora? Come si evoca?	Wir fanden den unauffälligen, klangvollen Schaum eines schlummernden Waldkobolds. Aber ... wie ließ er sich beschwören?	Encontramos la efervescencia sonora sutil de un duendecillo silvano que dormitaba. Pero, ¿cómo lo invocaríamos?				92
INFO_NESTBOX	The Scythian			We spied a curious-looking nestbox, now home to a wretched hive.	変わった形をした巣箱だ。;~いまでは毒虫たちの住処となっている。	[2018/9/26 ytk] "虫" is garbled.  [2018/9/27 ytk] fix confirmed.	Nous avons aperçu un curieux nichoir abritant désormais une misérable ruche.	Scorgemmo uno strano casolare a forma di nido, dove albergava uno sciagurato stormo.	Wir entdeckten einen seltsamen Nistkasten, in dem jetzt ein heruntergekommener Schwarm lebte.	Descubrimos una caja nido singular en la que habitaba un enjambre terrible.	We spied a curious-looking nestbox, now home to a wretched hive.	UPDATED Sept. 7	We spied a curious-looking nestbox with an inscription that read "Tweet & ye shall be re-tweeted".	64
INFO_NESTBOXWEATHERED	The Scythian			We spied a weathered-looking nestbox that looked kind of like a face in a creepy way.	古びた巣箱だ。どことなく顔っぽく見える。		Nous avons aperçu un nichoir érodé ressemblant à un visage un peu effrayant.	Scorgemmo un casolare a forma di nido diroccato e con la facciata simile a un volto inquietante.	Wir entdeckten einen verwitterten Nistkasten, der wie ein gruseliges Gesicht aussah.	Descubrimos una caja nido azotada por el clima que tenía un parecido incómodo con un rostro humano.				85
INFO_FLAGPOLELOGBRIDGE	The Scythian			Astride a logbridge on the old road stood a grim flagpole adorned with blocky-looking skulls.	古道にかかる長い橋の手前に、;いかめしい~骸骨のような物が飾り付けられた;不気味な~旗竿が立っていた。		Juché sur le pont en bois de la vieille route se trouvait un mât rempli de crânes à l'air massif.	Sul ponte dell'antica via si ergeva un tetro pennone decorato con teschi di forma cubica.	Auf einer Holzbrücke auf der alten Straße stand ein grausiger Flaggenmast mit würfelförmigen Schädeln.	A horcajadas sobre un puente de troncos en el camino viejo se erigía un mástil lúgubre ornado con cráneos pixelados.				93
INFO_GOLDTRIGONALTAR	The Scythian			Beyond the cavernous cave in the meadow we came upon a secluded grove with a collection of strange stone structures.	草原から洞くつを抜け、たどり着いたのは;~ひっそりとした森だった。;いくつかあった~石碑から;不思議なオーラを感じた。		Au-delà de la grotte dans la prairie nous sommes tombés sur un bosquet isolé rempli d'étranges structures en pierre.	Oltre all'antro cavernoso sul pascolo, incontrammo un piccolo boschetto occupato da strane strutture di pietra.	Hinter der riesigen Höhle auf der Wiese entdeckten wir einen abgelegenen Hain mit einer seltsamen Ansammlung Steinbauten.	Más allá de la cueva cavernosa en el prado, encontramos una arboleda aislada con una serie de estructuras de piedra muy extrañas.				116
			Archetype/trifecta	... Was this The Trigon Grove? #trigongrove	…これが…トライゴンの森なのか？ #トライゴンの森		… Était-ce le Bosquet des Trigones ? #trigongrove	...E se fosse stato il Boschetto dei Trigoni? #trigongrove	... War dies der Trigon-Hain? #trigongrove	¿Sería la Arboleda del Trígono? #trigongrove				43
			triangle/Triangle	As we stood beside the first stone structure we thought of The Gold Trigon & we felt our sword stir.	一番近くにある石碑の前に立つと、;~黄金のトライゴンのことが頭に浮かんだ。;~剣が…震えた気がする。		Tandis que nous étions devant la première structure de pierre, nous avons pensé au Trigone doré et notre épée a frémi.	Mentre stavamo di fronte alla prima struttura, i nostri pensieri si spostarono al Trigono dorato e sentimmo la spada fremere.	Als wir vor dem ersten Steinbau standen, dachten wir an das goldene Trigon & spürten, wie sich unser Schwert rührte.	Cuando nos paramos junto a la primera estructura de piedra, pensamos en el Trígono Dorado y sentimos que la espada se agitaba.				100
INFO_DARKTRIGONALTAR	The Scythian			In the Trigon Grove there was another stone structure that was worn & weathered. #darkmoontrigon	トライゴンの森には、;風雨にさらされ~古くなった石碑があった。 #暗月のトライゴン		Dans le Bosquet des Trigones se trouvait une autre structure usée et délabrée.#darkmoontrigon	Nel Boschetto dei Trigoni c'era anche un'altra struttura di pietra più consumata e decrepita. #darkmoontrigon	Im Trigon-Hain war noch ein Steinbau, der abgenutzt und verwittert war. #darkmoontrigon	En la Arboleda del Trígono había otra estructura de piedra erosionada y desgastada. #darkmoontrigon				96
				We wondered what would happen if we struck the stone structure with our sword.	この石碑、;剣を打ち付けたらどうなる~だろう…？		Nous nous sommes demandé ce qui arriverait si nous frappions la structure de notre épée.	Ci chiedemmo cosa sarebbe successo colpendo la struttura con la spada.	Wir fragten uns, was geschehen würde, wenn wir unser Schwert in die Steine stecken würden.	Nos preguntamos qué sucedería si golpeáramos la estructura de piedra con la espada.				78
INFO_BRIGHTTRIGONALTAR	The Scythian			In the Trigon Grove there was another stone structure with a circular glyph that referred to The Bright Moon. #brightmoontrigon	トライゴンの森には、;明月を表す円が刻まれた~石碑があった。 #明月のトライゴン		Dans le Bosquet des Trigones se trouvait une autre structure en pierre avec le glyphe circulaire de la pleine lune. #brightmoontrigon	Nel Boschetto dei Trigoni c'era anche un'altra struttura di pietra con un geroglifico circolare che alludeva alla Luna piena. #brightmoontrigon	Im Trigon-Hain war noch ein Steinbau mit einer runden Glyphe, die für den hellen Mond stand. #brightmoontrigon	En la Arboleda del Trígono había otra estructura de piedra erosionada con un glifo circular que aludía a la Luna Brillante. #brightmoontrigon				127
				We wondered what would happen if we struck the stone structure with our sword.	この石碑、;剣を打ち付けたらどうなる~だろう…？		Nous nous sommes demandé ce qui arriverait si nous frappions la structure de notre épée.	Ci chiedemmo cosa sarebbe successo colpendo la struttura con la spada.	Wir fragten uns, was geschehen würde, wenn wir unser Schwert in die Steine stecken würden.	Nos preguntamos qué sucedería si golpeáramos la estructura de piedra con la espada.				78
INFO_STONEHEAD	The Scythian			At The Perilous Precipice was a huge rock-hewn sculpture of a familiar-looking head with mouth agape.	岩を削り出したのだろうか？;危難の崖には~見覚えのある形をした、;巨大な頭の像が~あった。;口はポカンと開いている。		Au Périlleux Précipice se trouvait une énorme tête en pierre à l'air familier avec la bouche grande ouverte.	Il Precipizio Periglioso era sovrastato da un'enorme scultura raffigurante un volto familiare con la bocca aperta.	Am Vorsprung war eine riesige in den Stein gemeißelte Skulptur eines vertrauten Kopfes mit offenem Mund.	En el Precipicio Peligroso había una escultura enorme de roca de una cabeza con la boca abierta que parecía conocida.				101
INFO_STONEHEADSHUT	The Scythian			At The Perilous Precipice was a huge rock-hewn sculpture of a familiar-looking head.	岩を削り出したのだろうか？;危難の崖には、~見覚えのある形をした;巨大な頭の像があった。		Au Périlleux Précipice se trouvait une énorme tête en pierre à l'air familier.	Il Precipizio Periglioso era sovrastato da un'enorme scultura raffigurante un volto familiare.	Am Vorsprung war eine riesige in den Stein gemeißelte Skulptur eines vertrauten Kopfes.	En el Precipicio Peligroso había una escultura enorme de roca de una cabeza que parecía conocida.				84
INFO_STONEHEADFLAGPOLE	The Scythian			Atop a huge rock-hewn sculpture stood a grim flagpole creepily adorned with blocky-looking skulls or something like that.	岩の頭像の上には、;いかめしい骸骨のような~物が飾り付けられた;不気味な旗竿が~立っていた。		Au sommet d'une énorme sculpture en pierre se trouvait un mât sinistre rempli de crânes imposants ou quelque chose du genre.	In cima a un'enorme scultura si intravedeva un pennone inquietante decorato con teschi a forma di cubo o qualcosa del genere.	Auf der gemeißelten Skulptur stand ein grausiger Flaggenmast mit würfelförmigen Schädeln oder etwas Ähnlichem.	Sobre una escultura enorme de roca se erigía un mástil lúgubre ornado con cráneos pixelados siniestros o algo por el estilo.				121
INFO_CHASMSTONESHELTER	The Scythian			To one side of The Perilous Precipice stood a wondrous dolmen-thing that sheltered two comfortable-looking stone seats.	危難の崖近くには;支石墓のように石が積み~上げられ、;座り心地の良さそうな２つの石を;~雨から守っている。		D'un côté du Périlleux Précipice se trouvait un dolmen protégeant deux bancs de pierre à l'air confortable.	Di fianco al Precipizio Periglioso si ergeva un'incredibile struttura dolmenica a proteggere due sedute di pietra.	Auf einer Seite des Vorsprungs stand ein wundersames Dolmending mit zwei gemütlich aussehenden Steinsitzen.	A un lado del Precipicio Peligroso había una especie de dolmen maravilloso que albergaba dos asientos de piedra que parecían cómodos.				119
INFO_SKULLPOLE	The Scythian			Astride a rickety bridge stood a grim pole creepily adorned with an antlered skull.	オンボロ橋の端には;角つきの骸骨を~飾りつけた、;不気味な棒が突き立ててある。		Perché sur un pont branlant se trouvait un mât sinistre décoré d'un crâne muni de ramures.	Sul ponte traballante si ergeva un tetro pennone decorato con un teschio animale.	Auf einer wackeligen Brücke stand ein grausiger Pfahl, geschmückt mit einem Schädel mit Geweih.	Junto a un puente desvencijado se erigía un poste lúgubre que sostenía un cráneo astado.				83
INFO_TRIFECTASYMBOL	The Scythian			Above the rock-cut entrance to a mountain temple we spied a pictographic representation of The Trigon Trifecta.	石造りの寺院入り口に、;トライ~ゴン・トライフェクタを表す;象形文字が刻まれていた。		Au-dessus de l'entrée d'un temple taillée à même la montagne, nous avons découvert une représentation gravée d'un Trigone Triple.	Sopra l'ingresso al tempio scavato nella roccia si intravedevano dei geroglifici raffiguranti il Triplice Trigono.	Über dem in den Fels gemeißelten Eingang zu einem Bergtempel sahen wir ein Piktogramm der Trigon-Dreiheit.	Sobre la entrada abierta en la roca a un templo de montaña descubrimos una representación pictográfica de la Trifecta de Trígonos.				111
INFO_MOUNTAINGATE	The Scythian			Deep within the mountain temple we spied an immovable iron gate & beyond we could see the clouded mountainscape of Mingi Taw.	山岳寺院の奥深くで、;固く閉ざされた~鉄の扉を見つけた。;ここを進めば~ミンギ・トウからの眺望が;堪能できそうだが。		Au cœur du temple de la montagne, nous sommes tombés sur une porte métallique immuable. Derrière elle se trouvaient les montagnes brumeuses de Mingi Taw.	Nelle profondità del tempio scorgemmo un cancello di ferro, oltre il quale potevamo intravedere il paesaggio montagnoso del Mingi Taw.	Tief im Bergtempel sahen wir ein unbewegliches Eisentor & dahinter die Wolken verhangenen Berge von Mingi Taw.	Muy en el interior del templo de montaña descubrimos una verja de hierro inamovible y más allá se veían las laderas nubladas de Mingi Tau.				125
INFO_MOUNTAINGATETRIGON	The Scythian			Deep within the mountain temple above a tall passageway we spied three strange triangular shapes.	山岳寺院の奥深くにある通路の上で、;~三角形のような形が３つ並んだ;不思議な印を~見つけた。		Au cœur du temple de la montagne, au-dessus d'un grand couloir, nous avons vu trois étranges formes triangulaires.	Nel cuore del tempio della montagna scorgemmo tre strani triangoli sopra un alto portale.	Tief im Bergtempel, über einem hohen Durchgang, sahen wir drei seltsame Dreiecksformen.	Muy en el interior del templo de montaña y sobre un pasadizo alto, descubrimos tres formas triangulares extrañas.				97
INFO_MOUNTAINGATETRIGONACTIVE	The Scythian			Deep within the mountain temple above a tall passageway we spied the icon of The Trigon Trifecta.	山岳寺院の奥深くにある通路の上で、;~トライゴン・トライフェクタの印を見つけた。		Au cœur du temple de la montagne, au-dessus d'un grand couloir, nous avons vu le symbole du Trigone Triple.	Nel cuore del tempio della montagna scorgemmo il simbolo del Triplice Trigono sopra un alto portale.	Tief im Bergtempel, über einem hohen Durchgang, sahen wir das Symbol der Trigon-Dreiheit.	Muy en el interior del templo de montaña y sobre un pasadizo alto, descubrimos el ícono de la Trifecta de Trígonos.				97
INFO_CABINRECORD	The Scythian			Inside the hut we spied a little round something-or-other above the hearth. #theballadofthespacebabies	山小屋の中に入ると、;暖炉の上に小さな~円盤のような、;よく分からないものがあるのに~気付いた。 #theballadofthespacebabies		À l'intérieur de la cabane, nous avons aperçu quelque chose de rond au-dessus du foyer. #theballadofthespacebabies	Nel rifugio avvistammo, proprio sopra al focolare, un non meglio specificato coso tondo. #theballadofthespacebabies	In der Hütte erkannten wir ein kleines rundes Dingsbums über dem Herd. #theballadofthespacebabies	Dentro de la choza descubrimos una cosa redonda sobre el hogar. #theballadofthespacebabies				102
INFO_CABINHEARTH	The Scythian			Inside the hut the hearth was quietly crackling with familiar warmth.	山小屋に入ると、;暖炉の火が静かに暖かく~迎えてくれた。		À l'intérieur de la cabane, le crépitement du feu nous emplissait d'une chaleur familière.	All'interno del rifugio il focolare scoppiettava emanando un calore consueto.	In der Hütte strahlte der Herd eine gemütliche Wärme aus.	Dentro de la choza, el hogar crepitaba con una calidez familiar.				69
INFO_CABINSEAT	The Scythian			Inside the hut on either side of the hearth there were two rough wooden seats.	山小屋には、;木を削り出しただけの粗末な~椅子が;暖炉を囲むようにふたつ置いてあった。		À l'intérieur de la cabane, de chaque côté du foyer, se trouvaient deux sièges en bois dur.	All'interno del rifugio, ai lati del focolare erano state posizionate due rozze sedute di legno.	In der Hütte auf beiden Seiten des Herds waren zwei grobe Holzstühle.	Dentro de la choza y a los lados del hogar había dos asientos de madera toscos.				78
INFO_GOGOLITHICMASS	The Scythian			We spied an antlered skull floating in the darkness beneath Mingi Taw.	ミンギ・トウの奥底に来ると、;角を生やした~骸骨が暗闇に浮かんでいた。		Nous avons aperçu un crâne à ramures flottant dans les ténèbres entourant Mingi Taw.	Notammo un teschio animale levitare nelle profondità del Mingi Taw.	Wir sahen einen gehörnten Schädel in der Dunkelheit unter Mingi Taw schweben.	Descubrimos un cráneo astado que flotaba en la oscuridad bajo Mingi Tau.				70
INFO_MEGATOMBTRIFECTA	The Scythian			We spied a pictographic representation of The Trigon Trifecta in the darkness beneath Mingi Taw.	ミンギ・トウの奥底に来ると、;暗闇の中にトラ~イゴン・トライフェクタを表す;象形文字が刻ま~れていた。		Nous avons étudié une gravure représentant le Trigone Triple dans les ténèbres entourant Mingi Taw.	Nell'oscurità del ventre del Mingi Taw si scorgeva una rappresentazione pittografica del Triplice Trigono.	In der Dunkelheit unter Mingi Taw sahen wir ein Piktogramm der Trigon-Dreiheit.	Descubrimos una representación pictográfica de la Trifecta de Trígonos en la oscuridad bajo Mingi Tau.				96
INFO_ROCKSHOWGIRL	The Scythian			At a rock show we spied Samae & we thought maybe she said fire walk with me.	ロックフェスのステージの上に;黒髪の少女が立って~いる。;彼女の口から「炎よ、我とともに歩め」;~と聞こえた気がした。 #最期の７日間		Lors d'un concert de rock, nous observé Samae & nous pensons qu'elle a dit quelque chose comme : "Feu marche avec moi."	Al concerto rock scorgemmo Samae e ci parve che avesse detto qualcosa tipo fuoco cammina con me.	Bei der Rock-Show entdeckten wir Samae & dachten, vielleicht wollte sie zusammen über Feuer laufen.	En un concierto de rock descubrimos a Samae y creímos que quizá había dicho «fuego camina conmigo».		IT: Is it a reference to https://en.wikipedia.org/wiki/Twin_Peaks:_Fire_Walk_with_Me? If so, how does this fit in the context of this scene? MR - It is indeed a Twin Peaks reference, there are several others floating around as well. IT: Thanks :) Could you point the other references out? They're likely to be missed otherwise. MR - Hmm I am not sure off hand as there are many influences but this might be the only direct quote CA - "Sometimes the owls are not what they seem, other times they're just regular owls" is kind of a Twin Peaks reference. There's probably something log-related too hmm.		76
INFO_ROCKSHOWSKOLOTOI	The Scythian			At the rock show we spied one of those skeleton dudes chilling to the ominous beat.	ステージにはあの骨のヒトたちも来ていた。;~彼らもビートに揺られたいのだろうか。		Lors du concert de rock, nous avons vu l'un de ces squelettes danser au son d'une mélodie sinistre.	Al concerto rock scorgemmo uno di quegli scheletri spaventosi che ballava al ritmo di quella melodia minacciosa.	Bei der Rock-Show entdeckten wir einen dieser Skeletttypen, der beim ominösen Beat chillte.	En el concierto de rock descubrimos a uno de esos tipos esqueléticos que disfrutaba el ritmo ominoso.				83
INFO_ROCKSHOWJIM	The Scythian			Headlining the rock show was none other than the mysterious musical fellow known as Jim Guthrie.	ステージのメインアクトは、;あなたも知って~いる謎のミュージシャン、;ジム・ガスリー~だった。 #サントラリミックスアルバム絶賛発売中♡		La vedette du concert de rock n'était nul autre que le mystérieux musicien connu sous le nom de Jim Guthrie.	La star del concerto rock era niente meno che il misterioso menestrello conosciuto come Jim Guthrie.	Der Hauptact bei der Rock-Show war kein anderer als der mysteriöse Musiker bekannt als Jim Guthrie.	El artista principal del concierto de rock era nada menos que el músico misterioso conocido como Jim Guthrie.				96
INFO_ROCKSHOWBOOR	The Scythian			At the rock show we spied The Grizzled Boor rocking his nudist thing.	ステージの上では、;野性むきだしでクマズリー~が踊っている。		Lors du concert de rock, nous avons vu le Grizzly Rustre jouer les nudistes.	Al concerto rock scorgemmo il Bifolco Grizzly fare il nudista come sempre.	Bei der Rock-Show entdeckten wir den grauhaarigen Flegel, der voll auf FKK abfuhr.	En el concierto de rock encontramos al Urso Grizzle que rockeaba con su onda nudista.				69
INFO_ROCKSHOWCROWD	The Scythian			At the rock show there was a sizeable crowd of ladies & gentlemen.	ステージには、;多くの紳士淑女が~集まっていた。		Un grand nombre de femmes et d'hommes assistaient au concert de rock.	Al concerto rock assisteva una nutrita folla di signore e signori.	Bei der Rock-Show war eine beträchtliche Anzahl an Ladys & Gentlemen vorhanden.	En el concierto de rock había una multitud considerable de damas y caballeros.				66
INFO_ROCKSHOWARCHETYPE	The Scythian			At the rock show we spied the fellow known as The Archetype & we were left wondering what he was up to with all of this.	ステージには;例の「アーキタイプ」とよばれる~男もいた。;一体彼は何者で、何をしているの~だろうか？		Lors du concert de rock, nous avons vu une entité répondant au nom de l'Archétype et nous nous sommes demandé s'il n'était pas impliqué dans tout ceci.	Al concerto rock scorgemmo il tipo conosciuto come l'Archetipo e ci chiedemmo che cosa volesse dire tutta quella storia.	Bei der Rock-Show entdeckten wir den Archetypus & fragten uns, was er wohl mit all dem vorhatte.	En el concierto de rock descubrimos al fulano conocido como el Arquetipo y nos quedamos con la duda de qué tramaba con todo esto.				120
INFO_TRIGONGROVESKULLSTICK	The Scythian			A grim pole adorned with an antlered skull connects this location to the deathless spectre who lurks beneath Mingi Taw.	角つき骸骨の飾りをつけた不気味な棒が;~突き立ててある。;ミンギ・トウの奥に潜む~不死の亡霊と、;この場所をつないでいるのだ。		Un mât sinistre muni d'un crâne à ramures lie cet endroit aux spectres sans repos infestant Mingi Taw.	Un tetro pennone decorato con un teschio animale collegava quella zona allo spettro immortale che infestava il Mingi Taw.	Ein grausiger Pfahl mit einem gehörnten Schädel verband diesen Ort mit dem unsterblichen Schemen, der unterhalb von Mingi Taw lauerte.	Un poste lúgubre que sostiene un cráneo astado conecta esta ubicación con el espectro inmortal que acecha debajo de Mingi Tau.				119
GRAVE_TRIGONGROVE	The Scythian			In The Trigon Grove beyond the cavernous cave in the meadow we spied a solitary grave & we got a little bit curious about it.	草原の奥にある洞くつを抜け、;トライゴンの~森へ来た。;誰かの墓がぽつんと立っている。;~私は少し興味を覚え、近づいてみた。		Dans le Bosquet des Trigones, au-delà d'une grotte dans la prairie, nous avons vu une tombe solitaire digne d'intérêt.	Nel Boschetto dei Trigoni oltre l'antro cavernoso sul pascolo scorgemmo una tomba solitaria che destò il nostro interesse.	Im Trigon-Hain, jenseits der riesigen Höhle auf der Wiese, sahen wir ein einzelnes Grab & wurden etwas neugierig.	En la Arboleda del Trígono más allá de la cueva cavernosa en el prado, descubrimos una tumba solitaria y nos dio un poco de curiosidad.				125
GRAVE_TRIGONGROVEGHOST	The Scythian			In The Trigon Grove beyond the cavernous cave in the meadow we approached a solitary grave & were met by a glowing ghost dude.	草原の奥にある洞くつを抜け、;トライゴンの~森へ来た。;誰かの墓がぽつんと立っている。~ぼんやりと;光る幽霊のおじさんに会った場所だ。		Dans le Bosquet des Trigones, au-delà d'une grotte dans la prairie, nous avons aperçu une tombe solitaire où nous attendait un fantôme luminescent.	Nel Boschetto dei Trigoni oltre l'antro cavernoso sul pascolo scorgemmo una tomba solitaria dove ci aspettava un tipo spettrale.	Im Trigon-Hain, jenseits der riesigen Höhle auf der Wiese, fanden wir ein einzelnes Grab & wurden von einem glühenden Geistertypen begrüßt.	En la Arboleda del Trígono más allá de la cueva cavernosa en el prado, nos acercamos a una tumba solitaria y nos encontramos con un tipo fantasma resplandeciente.				126
				The glowing ghost dude in The Trigon Grove totally freaked us out at first to be honest.	正直、このおじさんを初めて見たときは;マジで~ビビった。		Le fantôme luminescent du Bosquet des Trigones nous a tout d'abord fait peur, à vrai dire.	Il tipo spettrale del Boschetto dei Trigoni ci diede un bello spavento, se vogliamo dirla tutta.	Ehrlich gesagt hat uns der glühende Geistertyp im Trigon-Hain zuerst ganz schön erschreckt.	A decir verdad, el tipo fantasma resplandeciente en la Arboleda del Trígono nos espantó por completo al principio.				88
			adventureUI/megatomeItem	He recognized our Scythian garb & he saw that we carried The Megatome. He wondered if we understood the esoteric markings inside.	おじさんは私の服装から;スキタイ人だと~分かったようだった。;私が絶世の大書を~持っているのに気づくと;「書いてあることが~分かるか」と尋ねた。		Il a reconnu nos habits scythiens et a vu le Mégatome. Il s'est demandé si nous comprenions les symboles ésotériques à l'intérieur.	Riconobbe le nostre vesti scite e si accorse del Megatomo. Si chiedeva se capissimo i simboli esoterici contenuti all'interno.	Er erkannte unser skythisches Gewand & sah, dass wir den Megawälzer hatten. Er fragte sich, ob wir die esoterischen Zeichnungen darin verstanden.	Reconoció nuestro atuendo escita y vio que llevábamos el Megatomo. Se preguntó si comprendíamos los símbolos esotéricos que contenía.				129
				In a whisper he spoke the name of the deathless spectre we had awoken in the darkness beneath Mingi Taw: The Gogolithic Mass.	そして私がミンギ・トウの奥で;目覚めさせて~しまった不死の亡霊の名前を;そっと~教えてくれた。;~その名は「ゴゴリチク・マス」。		Dans un murmure, il révéla le nom du spectre sans repos que nous avions réveillé dans les ténèbres entourant Mingi Taw : la Masse Gogolithique.	Sospirando, pronunciò il nome dello spettro immortale che avevamo risvegliato nelle profondità del Mingi Taw: la Massa Gogolitica.	Flüsternd sprach er den Namen des unsterblichen Schemen, den wir in der Dunkelheit unter Mingo Taw erweckt hatten: Die gogolithische Masse.	En un susurro dijo el nombre del espectro inmortal que habíamos despertado en la oscuridad bajo Mingi Tau: la Masa Gogolítica.				125
				We knew the dreadful name from the old stories & we felt our blood run cold.	言い伝えに残る、おぞましき名だ。;~背筋に冷たいものが走った。		Nous avions déjà entendu ce nom dans de vieilles histoires et notre sang se figea.	Conoscevamo questo terribile nome da antichi racconti e ci si gelò il sangue nelle vene all'udirlo.	Wir kannten den schrecklichen Namen aus den alten Geschichten & uns gefror das Blut in den Adern.	Conocíamos el nombre atroz de las historias antiguas y se nos heló la sangre.				76
				Up until now I had the feeling that The Gogolithic Mass saw you as a bit of a tourist.	「さっきまでは、ゴゴリチク・マスも;君を~興味本位の旅人だと思っていた;だろうけど」		Jusqu'ici, nous avions l'impression que la Masse Gogolithique vous voyait un peu comme des touristes.	Fino a ora ho avuto l'impressione che la Massa Gogolitica vi vedesse un po' come dei turisti.	Bisher hatte ich das Gefühl, dass die gogolithische Masse dich als eine Art Tourist angesehen hatte.	Hasta este momento tenía la idea de que la Masa Gogolítica creía que eras un poco como los turistas.				86
			triangle/Triangle	Now that you've learned the Song of Sworcery & tamed The Gold Trigon you will find your every step is haunted.	「君はもうソーサリーの歌を覚えて;黄金の~トライゴンを従えた。;これより先はずっと;~不吉な影に付きまとわれることになるね」		Maintenant que vous avez appris la chanson de sworcery et maîtrisé le trigone doré, vous constaterez que vos moindres pas sont hantés.	Dopo aver appreso la Canzone della sworcery e soggiogato il Trigono dorato, ogni passo sarà maledetto.	Da du das Lied der Sworcery erlernt & das goldene Trigon gezähmt hast, wirst du feststellen, dass jeder deiner Schritte verflucht ist.	Ahora que aprendiste la canción de rechicería y dominaste el Trígono Dorado, notarás que cada paso que das está maldito.				110
				We couldn't tell if the glowing ghost dude was cheering us on or psyching us out or what.	このおじさんは、;私を励ましてくれて~いるのか、;脅かそうとしているのかよく~分からない。		Nous n'aurions pu dire si le fantôme luminescent nous encourageait, s'il voulait nous intimider ou autre chose.	Non capivamo se il tipo spettrale ci stesse incoraggiando o cercando di spaventarci.	Wir waren uns unsicher, ob der glühende Geistertyp uns anfeuern oder verrückt machen wollte.	No sabíamos si el tipo fantasma resplandeciente nos animaba, trataba de asustarnos o qué.				89
